"NULL.Name","NULL.Year.","artist","title2","lyrics"
"Sexy Staxaphone and Guitar Lyrics","2007","Prince","Sexy-Staxaphone-and-Guitar-Lyrics","Could U be
The Most Beautiful Girl in the World
So beautiful, beautiful
It's plain 2 see (Yeah)
U're the reason that God made a girl"
"Shake! Lyrics","2006","Prince","Shake-Lyrics","Shake!, Hey, hey people what u come here 4?
Come on everybody, let's get out on the floor.
All the pretty girls shaking what they got
the boys swear to god that they're all 2 hot, Everybody shake.
U got to shake something. My lord.
Shake! U got 2 shake something., Come on pretty baby now don't be shy.
New liberated girl, ask a guy
We can go dancing baby every night
Shake! Shake, shake shake! Shake!
But u got 2 shake your body 'til the early, early light., Everybody shake. (Shake, shake, shake)
U got 2 shake something. My lord.
Shake! (shake, shake, shake)
U got 2 shake something
Sing with me now..., Lucy's standing there with the false hair on
Don't shake it 2 hard or that hair will be gone (oops)
Marilyn's so worried about her 2 left feet
Pretty thing keeps worrying about keeping on her feet, That don't matter y'all, come on
Shake! Oh lord. U got 2 shake something.
Everybody shake. (shake, shake, shake)
U got 2 shake something. (yeah, yeah, yeah)
Shake! Come on y'all. U got 2 shake something.
Shake! (shake, shake, shake), Every-everybody.
Hey, hey, people what u come here 4? We want to shake something.
Come on everybody let's get out on the floor. Gotta shake something.
U shake it 2 the north, u can shake it 2 the south. Gotta shake something.
(somebody help me with this)
Shake! If u come 2 party now open up your mouth. Gotta shake something.
Come on, oh yeah. yeah.
Shake! Shake. U gotta shake something.
Oh don't stop. Oh. Shake! (shake, shake, shake)
Shake! (shake on it... for me)
Shake!
U're hired. Let's go. Shake! Shake!
Got to shake something."
"She Gave Her Angels Lyrics","2006","Prince","She-Gave-Her-Angels-Lyrics","And now I'd like 2 turn your heart 2 a tale of sheer delight
A song of adulation, love and fear
No one loved him better, no one better sacrificed
She gave her angels that summer night, Fate as she designed it took her from her man
Destiny and love don't always go hand in hand (Hand in hand)
As the world lay waiting like an embryo in a womb
She gave her angels that night in June (She gave her angels), She gave her angels 2 a man because her man had none
2 watch over him till she returned - her man, her lover, her son
Her father 4 all these things he meant 2 her, she felt it right
She gave her angels that summer night {x2}"
"She Loves Me 4 Me Lyrics","2006","Prince","She-Loves-Me-4-Me-Lyrics","With this 1 I can be what I wanna be
I don't have 2 live up 2 no one's fantasy
I could write another 300 melodies
2 her it's just 3 cuz this 1, she loves me 4 me, With this 1 I don't even have 2 comb my hair
I can wear what I want 2 or nothing, she don't care
I don't even have 2 take her on the rollercoaster see
Cuz this 1, this 1, she loves me 4 me., In the mornin' when I rise and I see her eyes, look deep into mine
I find a better place, ohh, This 1 I can tell all my secrets 2
I don't need 2 make her swear she would never tell anywho
besides I'm the only 1 she ever really wants 2 see
Cuz this 1, honestly, she loves me 4 me, When the night falls, and she calls I run 2 her side
Cuz she got the ride that I like 2 ride. I like 2 ride it., This 1 I can take over my momma's house
And I don't have 2 worry what goes in and out her mouth
All she needs is just a little gratuity
She don't like no beef, Uh, she just loves me 4 me.
She just loves me 4 me.
This 1, this 1, ohhh
She loves me 4 me."
"She Spoke 2 Me Lyrics","2006","Prince","She-Spoke-2-Me-Lyrics","Performed by Prince
Spoke 2 me
I can't believe it but she spoke 2 me
Close 2 me
I never thought I'd get her close 2 me
Now the moon and the sun belong 2 me
All my wildest hopes were crazy dreams
(They seem more like reality), Fantasy
This girl fulfills my every fantasy
She must be
Specially designed by heaven just 4 me
(Just for me)
My friends look at her, they see mystery
But I look at her and I see a masterpiece
(Can it be? I mean, really, that she), Spoke 2 me (spoke 2 me)
I can't believe it but she spoke 2 me
(Speak 2 me baby)
(Speak 2 me baby), Spoke 2 me
I can't believe it but she spoke 2 me
And if she hurts me
[I/I'll] take it all with open arms u see
(U think I won't?)
Cause like the track under a subway train
She could roll all over me and I'd still be the same
Cause today is the day she spoke 2 me
I can't believe it but she spoke 2 me
Close 2 me
I never thought I'd get her close 2 me, If I'm stuck in some groovy wet dream
Don't pinch me
(I don't wanna wake up)
I'm diggin' the scene (dig it dig it)
Yeah, baby"
"She's Always In My Hair Lyrics","2006","Prince","Shes-Always-In-My-Hair-Lyrics","Whenever I feel like givin' up
Whenever my sunshine turns 2 rain
Whenever my hopes and dreams
Are aimed in the wrong direction
She's always there
Tellin' me how much she cares
She's always in my hair, She's always in my hair
My hair, Whenever I feel like not 2 great at all
Whenever I'm all alone
And even if I hit the wrong notes
She's always in my boat
She's always there
Tellin' me how much she cares
She's always in my hair, She's always in my hair
My hair, Maybe I'll marry her (Maybe I'll marry her)
Maybe I won't (Maybe I won't)
Maybe I will not (Maybe I will not)
Lemme tell ya (Even if I was a gigolo)
If I was a gigolo all my life (All my life)
She'd still be there (She'd still be there)
Tellin' me just how much she really cares (She cares)
She's always in my hair, She's always in my hair
My hair, Listen
Whenever I feel like givin' up
Whenever my sunshine turns 2 rain
Whenever my hopes and dreams
Are aimed in the wrong direction
She's always there
Tellin' me just how much she cares (Tellin' me how much she cares)
Tellin' me... she's always in my hair (Always in my hair), She's always in my hair
My hair, She's always in my hair"
"Shhh Lyrics","2006","Prince","Shhh-Lyrics","(Uh)
(Mmm)
(Mmm, oh)
Shhh - break it down (Oh)
I don't want nobody else 2 hear the sounds
This love is a private affair
Interrupt the flow, they better not dare
Shhh - we gotta break it on down, In the daytime, ha, I think not!
I'd rather do U after school like some homework
Ah... am I gettin' U hot? (Hot)
In my bedroom (No!) cuz then we'd have 2 stop (Please don't stop), I'd rather wait 'til everyone's fast asleep
Then do it in the kitchen on the table top, oh!
We gotta break it on down (down, down, down)
Can U hear me girl?, Shhh - break it down
I don't want nobody else 2 hear the sounds
This love is a private affair
Interrupt the flow, they better not dare
Shhh (oh yeah) - we gotta break it on down
Can U hear me, babe?
Shhh - huh, we got 2 break it on down, Candle light - no (no), I don't think so!
The crackle of the flame will just spoil my flow
Besides, I can be your fire baby, yeah
Drippin' all over U like a ball of wax, relax and let go!, Break it down
I don't want nobody else 2 hear the sounds
This love is a private affair
Interrupt the flow (They better not dare)
Shhh - yeah, we gotta break it on down (down, down, down)
Can we groove 2night?
Oh yeah, ah - we gotta break it on down (down, down, down)
Oh, Yeah
That's it, baby, Ah, U say U wanna slow jam? (Yes)
Then listen up girl, yeah
I wanna whisper music in your ear
That'll rock your, rock your, rock your world, oh
What's my name, baby? (I love U) Yeah
2night I'll teach U baby, teach U baby, teach U baby
2 scream it and scream it and scream it and scream it! Ow!, Break it down
I don't want nobody else 2 hear the sounds
This love (This love is a private affair)
Just me and U, baby (Interrupt the flow, they better not dare)
Ooh, yeah yeah yeah (We gotta break it on down, down, down)
Are U listening, baby?
Ah hear me baby, hear me baby
(We gotta break it on down, down, down), U makin' me wanna ... oh!
Uh (Uh)
There it is
Uh (Uh)
Oh yeah
All night long
Are U diggin' this, baby? (Oh)
Break it down, break it down, (Shhh - break it down) {x3}
Down, down, down, down {x4}, Sex is not all I think about
It's just all I think about U, Oh yeah
Sex is not all I think about
It's just all I think about ... U"
"Shockadelica Lyrics","2006","Prince","Shockadelica-Lyrics","Look'it here
(The lights go out)
The lights go out
The smell of doom
Is creepin' into your lonely room, The bed's on fire
Your fate is sealed
And you're so tired
And the reason is Camille-mille, Shockadelica
The girl must be a witch
She got your mind, body, and soul hitched, Shockadelica
You need a second opinion
But she never wears a stitch
So you can't take her home, She got you tied with a golden rope
She won't let you play your guitar, And when you've cried enough
Maybe she'll let you up
For a nasty ride in her shockadeli-car, She'll make you beg (Please) girl, Shockadelica
Got you in a trance
'Cause when this woman say dance you dance, Shockadelica
You need a second opinion
But you just can't leave her alone
As though you got no mind of your own, Shockadelica Shockadelica
Shockadelica Shockadelica
Shockadelica, The lights go out
The smell of doom
Again is creepin' into your lonely room, Is this a dream
Or is this real (Or is this real)
Or is this just a mirage you feel, Shockadelica Shockadelica, Shockadelica
She must be witch
She got your mind, body, and soul hitched, Shockadelica
You need a second opinion
She never wears a stitch
You can't take her home, Shockadelica, She got you in a trance
When this girl say dance
Baby, baby, baby, you dance (Shockadelica)
You dance, you dance, you dance, you dance, you..., Shockadelica (She must be a witch) {Yeah}
Shockadelica (She got my mind, body, and soul hitched)
Shockadelica (I need a second, I need a second opinion)
Shockadelica (I just can't leave here alone), The lights go out
The smell of doom
Again is creeping into your lonely room, (Is this a dream)
Is this a dream
Or is this real
(Or is it just a mirage)
Or is this just a mirage you feel
(Is this just a mirage) (Or is it just a mirage)
(Is this just a mirage) (Or is it just a mirage) (Shockadelica)
(Is this just a mirage) (Or is it just a mirage)
(Or is this just a mirage) (Or is it just a mirage)
(Is it just a...), Shockadelica"
"Shoo-Bed-Ooh Lyrics","2008","Prince","Shoo-Bed-Ooh-Lyrics","So you thought you just might lose your mind today
Brother pushin' that game on ya as if you wanna play
Askin' you every other sentence if them titties are real
One tramp even had the nerve to touch 'em as if you wanted a feel, Shoo-bed-ooh, shoo-bed-ooh, ooh
Shoo-bed-ooh, shoo-bed-ooh, ooh, The money that you make ain't payin' the rent, so you sleep in cars
You wonder aloud if you're happy, you say, ""Yea,"" as if you really are
This car you drive with no gas won't take you very far
You look up in the sky and wish upon a star
(Upon a star), Shoo-bed-ooh, shoo-bed-ooh, ooh
Shoo-bed-ooh, shoo-bed-ooh, ooh, The answer to the question of life is a gray-haired bitch at least
Suckin' on the ebony dancer in between these dirty sheets
Spittin' out the aftertaste of a boy who might not call again
If this is the game you stood in line for, see how're you gonna win?
(How're you gonna win?), Shoo-bed-ooh, shoo-bed-ooh, ooh, So you thought he just might come every time you phone
As if you've never been lonely, as if you've never been alone
(As if you've never been alone)
How you ever gonna win if you let 'em all see your hand?
Playin' the queen don't work on your knees as if you understand, Shoo-bed-ooh, shoo-bed-ooh, ooh
Shoo-bed-ooh, shoo-bed-ooh, ooh, Shoo-bed-ooh, shoo-bed-ooh, ooh
Shoo-bed-ooh, shoo-bed-ooh, ooh, The answer to the question of life is a gray-haired bitch at least
Suckin' on the ebony dancer in between these dirty sheets
Spittin' out the aftertaste of a boy who might not call again
If this is the game you stood in line for, see how're you gonna win?
How you gonna win?, Shoo-bed-ooh, shoo-bed-ooh, ooh
Shoo-bed-ooh, shoo-bed-ooh, ooh, Shoo-bed-ooh, shoo-bed-ooh, ooh
Shoo-bed-ooh, shoo-bed-ooh, ooh, So you thought you just might lose your mind today"
"Shut This Down Lyrics","2016","Prince","Shut-This-Down-Lyrics","We came to shut this down
We came to shut this down, Everybody knows
This is how it goes
Ain't no playing around
Just keep your eyes on me
If you wanna get pleased
I'm bout to shut this down, My hand is money
My ice is cold
Whatever you holdin'
You better fold
Cuz when we drop this It's gonna make a sound
All around the world
When we come to town
We come to shut this down, Down
We come to shut this down, You looking at me
But you never see
How i got so funky
It's a mystery
Must be genetics
My DNA
Electromagnaticsim
You can't get away, I get you baby
All sweaty and hot
I'm gonna get you where you never get got
Baby, We come to shut this down
If you got the jelly
I got your jam
I don't think you understand, we gonna do
This man
Gonna shut this down
We ain't playin around
U gotta that crew
Come on pretty
We gotta do the do
Let me do what we do, We come to shut this down
We come to shut this down, My hand is money
My ice is cold
Whatever you holdin'
You better fold
Cuz when we drop this It's gonna make a sound
All around the world
When we come to town, We come to shut this down
Whatchu waiting for
Get out on the floor
Move your body round
Y'all know how we do
This the old school
Straight purple mack baby
We come to shut this down, We come to shut this
<U+2B07><U+FE0F>"
"Shy Lyrics","2006","Prince","Shy-Lyrics","After a month of just bein' alone he said, ""I wonder what L.A.'s thinkin'""
Streets he roamed in search of a poem amongst the wild and drinkin'
When he sees cool dark skin in hot virgin white
The search was over at least 4 2night
When she co-signed and then told him she was ...
CHORUS:
Shy - Cool dark skin in hot virgin white
Shy - Lips say won't but her body say might
Shy - Looks like we're gonna take the long way home 2night, Oh baby (Shy), After a look much louder than words she said, ""I passed my initiation
A friend of mine, he got killed and in retaliation
I shot the boy (""Pop! Pop!""), huh, twice in the head
No regrets, no sorrow - I'm goin' back 2morrow 2 make sure he's dead
Cuz if I don't, they'll call me a chicken, but U can call me ... "", CHORUS, Shy, Shy - Lips say no but the body say might
Looks like we're gonna take the long way home.
Looks like we're gonna take the long way home.
Looks like we're gonna take the long way home 2night, The girl was rough, but he called her bluff
And he told her not 2 know was better
Fact or fiction he wondered
And that's when the rain and thunder got wetter
And at the top of the page he wrote ..., Shy - Cool dark skin in hot virgin white
Shy - Looks like we're gonna take the long way home 2night, CHORUS
(Oh, say it now, yeah)
(Shy, shy!)
(Shy), Ooh baby, don't U wanna be alone 2night?
Shy - Yeah (Oh yes)
Shy (Shy)
Shy - Looks like we're gonna take the long way home 2night"
"Sign O The Times Lyrics","2006","Prince","Sign-O-The-Times-Lyrics","Oh yeah
In france a skinny man
Died of a big disease with a little name
By chance his girlfriend came across a needle
And soon she did the same
At home there are seventeen-year-old boys
And their idea of fun
Is being in a gang called the disciples
High on crack, totin a machine gun, Time, time, Hurricane annie ripped the ceiling of a church
And killed everyone inside
U turn on the telly and every other story
Is tellin u somebody died
Sister killed her baby cuz she could afford 2 feed it
And were sending people 2 the moon
In september my cousin tried reefer 4 the very first time
Now he's doing horse, it's june, Times, times, Its silly, no?
When a rocket ship explodes
And everybody still wants 2 fly
Some say a man aint happy
Unless a man truly dies
Oh why
Time, time, Baby make a speech, star wars fly
Neighbors just shine it on
But if a night falls and a bomb falls
Will anybody see the dawn
Time, times, Its silly, no?
When a rocket blows
And everybody still wants 2 fly
Some say a man aint happy, truly
Until a man truly dies
Oh why, oh why, sign o the times, Time, time, Sign o the times mess with your mind
Hurry before it's 2 late
Lets fall in love, get married, have a baby
Well call him nate... if it's a boy, Time, time, Time, time"
"Silly Game Lyrics","2006","Prince","Silly-Game-Lyrics","I never thought U would be the 1
That I'd wanna run 2
I never thought U would be the 1
That would make me care
And even though you've done me wrong
For some strange reason I can't explain
I get happy knowing U phoned
Cuz u're voice could kill my every pain
Why do we play this silly game?, I never thought U would be the 1
That I'd wanna give 2
A diamond ring, anything, that U ask me 2
But there U are bragging 2 u're friend
Making up a story that's so lame
That I was down 2 be u're sugardaddy
A one way ticket 2 ghetto fame
Why do we play this silly game?, Every other night U weren't at home
Out in the streets just actin' grown
Never with a bodyguard or chaperone
Then I hear a rumor that breaks my heart
Instead of takin' care of yourself u're tearin' yourself apart
Now why U wanna (why u wanna), why U wanna
Now why U wanna go and do that love?
Why do we play this silly game?, I never thought U would be the 1
That I'd wanna run 2
I never thought u'd be the 1
That would make me care
No matter how far I run, I'll never be the same
(I'll never be the same)
In the end, In the end, there's only us to blame, Why do we play this...
Why do we play this silly...
Why do we play this silly game?, Oh. Oh, oh, oh, ah
Tell me... why (oh why)
Oh why, Oh why, why, why, why
Why do we play this silly game?"
"Sister Lyrics","2006","Prince","Sister-Lyrics","I was only 16 but I guess that's no excuse
My sister was 32, lovely, and loose
She don't wear no underwear
She says it only gets in her hair
And it's got a funny way of stoppin' the juice, My sister never made love to anyone else but me
She's the reason for my, uh, sexuality
She showed me where it's supposed to go
A blow job doesn't mean blow
Incest is everything it's said to be
Oh, sister
Don't put me on the street again
Oh, sister
I just want to be your friend, I was only 16 and only half a man
My sister didn't give a goddamn
She only wanted to turn me out
She [took a whip to] me until I shout
""Oh, [motherfuckersjustamotherfucker]
Can't you understand?"", Oh, sister
Don't put me on the street again
Oh, sister
I just want to be your friend
I know what you want me to do
Put me on the street
And make me blue
Oh, sister, oohoohoooow"
"Slave Lyrics","2006","Prince","Slave-Lyrics","CHORUS:
Everybody keeps tryin' 2 break my heart
Everybody except 4 me
I just want a chance 2 play the part
The part of someone truly free
Like candle slowly burning, I can feel my world unravel
Hemisphere upon hemisphere lie beneath my soul, soul
My enemies kept it turning, but now they pound the gavel
And judging me accordingly, I know, I know, CHORUS, Hey! {x3}
Oh, Burning slowly candle, handle careless they did
Merrily down 3 heartbreak boulevards
Like fashion statements, they lie ""U be lookin' so good 2night, kid""
I do my best 2 party, it's just that everybody keeps tryin' 2 break my heart, (CHORUS)
Except 4 me (Except 4 me)
I just want a chance 2 play, (Just wanna be free), Slowly candle burns, where'd they learn hypnosis?
How'd they keep me under 4 so long?
Break the bread I earn, just keep me far from closest
I need their kind 2 illustrate what's wrong - what's wrong?, Well, I'll tell U they just keep tryin' 2 break my heart (CHORUS)
They just keep tryin' 2 break my heart, ow!, (Everybody) {x2}, CHORUS, But I can't let U break my heart, (Everybody keeps tryin' 2 break my heart)
Slave! (Everybody keeps tryin' 2 break my heart)
Slave! Slave! (Everybody keeps tryin' 2 break my heart)
Slave!"
"Sleep Around Lyrics","2006","Prince","Sleep-Around-Lyrics","Do it like she like, do it like she like it
Do it like she like, do it like she like it
Do it like she like, do it like she like it
Do it like she like, do it like she like it, Do it like she like it
So your baby don't wanna sleep around
Give her what she want, when she want
When it come to you she down, Baby, let me read her journal
Or should I say, she turned around and it was gone
The innuendo reads eternal
Or should I say, every other page I'm on, When she come to cook your dinner
You can ask her if what I say is true
The secret will remain within her
But her shade of red will turn your's blue, Do it like she like it
So your baby don't wanna sleep around
Give her what she want, when she want
When it come to you she down, Maybe you recall last summer
When you saw her ridin' in my car
A kiss or two later she was back in your bed
Smellin' like a fallen star, Just because she's fine
You think she don't wine and dine
With everyone you know, Oh, long as you're fooled, I'm cool
She says she gonna put me in a video
You need to, Do it like she like it
So your baby don't wanna sleep around
Give her what she want, when she want
When it come to you she down, Oh, yeah
Sleep around, sleep around
Sleep around, sleep around, I'm the one who sent the herbs
And a book on how to use them
I'm the one who pointed out her fears
And how to lose them, And if a difference love will make
This advice you oughta take, Baby, let me read her journal
Or should I say, she turned around and it was gone
The innuendo reads eternal
Or should I say, every other page I'm on
You need to, Do it like she like, do it like she like it
(Sleep around, sleep around, sleep around)
Do it like she like it, like it, like it, Do it like she like it
So your baby don't wanna sleep around
Give her what she want when she want it
When it come to you, she down
Sleep around, sleep around, Do it like she like it
So your baby don't wanna sleep around
(I'm watchin' you, baby), (Do it like she like it, do it)
Give her what she want, when she want it
When it come to you, she down
(Do it like she like)
Sleep around, sleep around, Do it like she like, do it like she like it
Do it like she like, do it like she like it
Do it like she like, do it like she like it
Do it like she like, do it like she like it, Sleep around, sleep around
Sleep around, sleep around
Sleep around, Do it like she like, do it like she like
Do it like she like, do it like she like
Do it like she like, Do it like she like it, do it like she like
Do it, do it, do it, do it, do it
Do it, do it, do it, do it, do it, Do it like she like it
(Sleep around)"
"Slow Love Lyrics","2006","Prince","Slow-Love-Lyrics","Young is the night
It feels so right
Now that U're mine
Let's take our time, The man in the moon is smiling
4 he knows what I'm dreaming of
2night is the night 4 making slow love, The gentle breeze
It blows with ease
Let's make it slow
Just like the wind blows, Let's make it last 4ever
4 a hundred times wouldn't be enough
2night is the night 4 making slow love, Slow love
So much better when we take it easy
Slow love
It's so much better when we take our time, Love's in your eyes (In your eyes)
Eyes never lie
Don't rush the feelin'
U got me reelin'
U can see through race car drivers
Let me show U what I'm made of
2night is the night 4 making caca
{repeat 2 fade}"
"Snow Man Lyrics","2007","Prince","Snow-Man-Lyrics","Snow Man - PRINCE, Christmas in Belgium was different
Than the ones spent in L.A.
The Christmas I got no presents
Still me and my brother played
Near the ocean makin' the snow man
On his face we were makin' a smile
'cause just like a daddy
The snow man had style, CHORUS:
Snow man, snow man
Another Christmas gone
I got a chess game this time
A bishop takes the pawn
Sometimes I wanna go back where
The ocean swallows the shore
I could still see him smiling
When my snow man is no more, no more, Winter seldom passing
Where the memory doesn't sway
2 the smell of a Christmas dinner
Shared the family way (Shared in the family way)
Everything seems so perfect
That nothing would dare go wrong
But tears come with the summer
So long, so long (So long), CHORUS, Snow man, I look at my hands and I wonder
Will they ever make anyone smile
The way the snow man made me, CHORUS, (Snow man) {repeat till end}"
"So Blue Lyrics","2006","Prince","So-Blue-Lyrics","I had everything I needed
but now you're gone
and I'm so blue, You meant the world to me
but now you're gone
and I'm so blue, Even though the sun is shining
I spend my days, I spend my days crying over you
Oh, I spend my days crying over you, I feel just like the sky... oh, so blue, Oh, baby don't you know, baby don't you know that
I spend my nights all alone, talking to myself
I am so blue, Everyday, the feeling gets stronger
and who's to say, just how much longer
I can...
spend my nights, all alone, talking to myself and just crying over you, I guess I'll just spend my life... SO BLUE"
"So Dark Lyrics","2006","Prince","So-Dark-Lyrics","{Remix of Dark from Come (1994)}
So dark, so dark (Dark) {x2}, Inside lookin' out my window
I don't see nothin' but rain
Sun up in the sky just-a-shinin' (Just-a-shinin')
Still I'm lost in my shadow of pain (Mm-hmm), Like an innocent man that's on death row
I don't understand what made U go
And wanna leave me, baby
Leave me in the dark
Can U tell me, tell me?, U took my sex and my money (Money)
Took all my self-esteem, yes U did
U had the nerve 2 think it was funny (Funny)
I never knew a bitch so mean, yes sir, U absolutely drove a man 2 tears
All I really know is that U sincerely
Wanna hurt me, baby
Oh, yes U do
U wanna hurt me in the dark, Sunshine - Somebody make the sun shine
Dark cloud - Somebody take this dark cloud away, Just as sure as Noah built the ark (That's how sure)
That's how sure I am U broke my heart, How could U, baby, leave me in the dark?
Baby, it's so dark
So dark, so dark (Dark), Feel like the sun ain't never gonna shine
U left me in the dark
So dark, so dark (Dark)
I don't know, I don't know why we ever had 2 part
Baby, can't see a damn thing out my window, it's so dark
So dark, so dark (Dark), Sometimes I want 2 curse the ground U walk on
Even when I know that everything U feel, I feel it 2, I wanna curse U, baby
Ooh, U left me in the dark
And now I want 2 curse U, baby (I wanna curse U, baby)
4 leavin' me alone, alone, alone (U left me in the dark)
Oh, yes U did
And now all I wanna say is
In the dark
Ow! U left me {x2}, It's like being on death row (In the dark)
I don't understand why U had 2 go
I don't understand why U (hurt me in the dark)
Don't understand why U (hurt me in the dark)
Don't understand why U hurt me, hurt me, hurt me, hurt me here!
Just leave me (In the dark)
(In the dark), So dark, so dark (Dark) (In the dark)
So dark, so dark (Dark)
(In the dark)"
"So Far, So Pleased Lyrics","2006","Prince","So-Far,-So-Pleased-Lyrics","So far, so pleased
I like the way U touch me
I like the way U tease
No car, no keys
I had 2 get us stranded
If U know what I mean
Big scar on my knee
Begging 4 a kiss is such a dull routine
Still I? m...
So far, so far, so far, so pleased, So far, so fine
I find another beauty mark
With every glass of red wine
So fast the time
Everytime I have to go, I go and lose my mind
It? s hard, okay
That? s what happens
When a boy and girl don? t get 2 play
So far, so far, so far, so pleased, (Yeah)
(Come on, come on), So far, so pleased
I like the way U touch me
I like the way U tease
No car, no keys
I could spend the night and leave at 10: 15
So far, so far, so far, so pleased, Ooh-ooh yeah
So far, so pleased
Oh-ooh"
"Soft And Wet Lyrics","2006","Prince","Soft-And-Wet-Lyrics","Hey, lover, I got a sugarcane
That I want to lose in you
Baby can you stand the pain
Hey, lover, sugar don't you see?
There's so many things that you do to me
Ooo baby!
All I want to see is the love in your eyes (hey, lover)
And all I wanna hear is your sweet love sighs
All I wanna feel is burning flames (hey, lover)
Tell me, tell me, baby, that U feel the same
Tell me that U feel the same way I do
Tell me that U love me girl
We'd be so lost, in our mouths, the best, I feel it everyday (every way)
U feel so wrong, be alone, if u just follow somebody someday, Soft and wet
Soft and wet
Soft and wet
Soft and wet, Every time I'm with you, you just love me to death
Ooo weee, baby. you leave me without...
Breath! Ooo, baby! Oooo, yeah, You're just as soft as a lion tamed (hey, lover)
You're just as wet as the evening rain
How will I take it when you call my name? (hey, lover)
Your love is driving me
You're driving me insane
Crazy, baby
Oh, girl
Crazy about your love, Soft and wet (U know)
You are soft and wet (Oh, sugar)
Your love is soft and wet
Soft and wet"
"Solo Lyrics","2006","Prince","Solo-Lyrics","So low, the curb looks like a skyscraper
So high, the stars are under me
So quiet, I can hear the blood rushing through my veins
So low, I feel like I'm going insane
The angels, they watch in wonder
When U made love 2 me
Through the rain and the thunder
U cried in ecstacy, And U were so kind
I felt sorry 4 all creation
Because at the time, no 1 was lucky
no 1 was lucky, no 1 was lucky as me, And now U're gone and I just wanna be still
So silent, I'll just let my senses sleep, It's gonna be so hard 2 hear my voice
If I ever learn once more 2 speak, I'm so lost, no 1 can find me
And I've been looking 4 so long
But now I'm done
I'm so low, solo, my name is No 1"
"Somebody's Somebody Lyrics","2006","Prince","Somebodys-Somebody-Lyrics","Somebody's somebody
Somewhere, someone
It's 2 o'clock in the morning and I just can't sleep
Outside the rain is pourin', I'm lonely as can be
Maybe 2night'll be different than the nights before
I need 2 feel someone beside me, I can't be alone no more, CHORUS:
2night I wanna be somebody's somebody
2night I wanna belong 2 someone (Someone)
2night I wanna be somebody's somebody
2night I want somebody that'll do it 'til the job gets done (Oh yeah), This big ol' world can be so empty livin' in it all alone
I realize, in its best disguise, a pretty house don't make a home
There's a hunger deep inside of me, how the fire burns
I wanna give good love 2 someone and get good love in return, oh, (CHORUS)
Somebody's somebody
Someone
I wanna be somebody's body
Oh yes, oh yeah, Someone 2 hold me in that hour midnight
Someone 2 console me when things ain't goin' 2 right
Someone 2 bring me dinner sometime, yeah (Mine, all mine)
Somebody I can call all mine, It's 2: 05 in the morning and I got no one 2 call
I'm longin' 2 hear another voice inside these lonely walls (Lonely walls)
Maybe 2night'll be different (different) than the nights before (Maybe not)
I need 2 feel someone beside me, I cannot be alone no more (No more, no more!), (CHORUS) {x2}
Somebody's somebody
I don't wanna be alone, no no!
I don't wanna wait another day, no!
I'll do it over and over and over and over, yeah!, Ooh, I don't wanna wait, no!
Can I belong 2 U, baby? Oh yeah! (I wanna belong 2 someone)
Ooh, slow, deep and long
Do me over and over and over and over, (2night I wanna be somebody's somebody)
Oh yeah
If U're out there, come on, baby
I'll keep it hot 4 U
(2night I wanna be somebody's somebody)
Come on, baby
(2night I want somebody that'll do it 'til the job gets done, oh yeah)
Done, Somebody's somebody"
"Something In The Water (does Not Compute) Lyrics","2006","Prince","Something-In-The-Water-does-Not-Compute-Lyrics","Some people tell me I got great legs
Can't figure out why U make me beg
Does not compute (Does not compute)
Don't not compute (Don't not compute)
U think you're special, well so do I
Why do special women make me cry?
Does not compute (Does not compute)
It don't not compute (Don't not compute), Must be something in the water they drink
It's been the same with every girl I've had
Must be something in the water they drink
'Cuz why else would a woman wanna treat a man so bad?, Some people think I'm kinda cute
But that don't compute when it comes 2 Y-O-U
It don't compute (Don't not compute)
Somethin' mama don't compute (Don't not compute)
What's the hangup? What's the scam?
Guess U think I'm just another 1...1 of your fans
It don't compute (Don't not compute)
Somethin' honey don't compute (Don't not compute), Must be something in the water they drink
It's been the same with every girl I've had
Must be something in the water U drink
'Cuz why else would a woman wanna treat a man so bad?, I've got 2 get 2 U, baby
Some people think I'm kinda smart
Why must a fella stop with U before he starts?
It don't compute, mama (Does not compute)
Somethin' don't compute (Don't not compute)
I'd buy U clothing, buy U fancy cars
But U gotta talk 2 me, baby, tell me who U really r, Must be something in the water they drink
It's been the same with every girl I've had
Must be something in the water U drink
Why else would a woman wanna treat a man so bad?, (Must be something in the water U drink)
(Does not compute)
(Don't not compute)
(Don't not compute)
(Must be something in the water U drink)
Bitch -- U think you're special? (Must be something in the water U drink)
So do I
(second coming) (Must be something in the water U drink)
Why in God's name
do U wanna make me cry?
Why? Why? (Must be something in the water U drink)
I'd do anything 4 U, anything (Must be something in the water U drink)
Why don't U talk 2 me? (Must be something in the water U drink)
Tell me who u r (Must be something in the water U drink)
don't do this 2 me (Must be something in the water U drink)
please don't do this (Must be something in the water U drink), Why? Why?
I do love U. I do.
Or else I wouldn't go through all the things I do"
